merchant_id,category,state,total_txn_count,total_volume,fraud_rate,risk_score,risk_label
MRC04501,Transfer_P2P,Kwara,59,1092371.96,0.0677966101694915,0.9959882,Very High
MRC03679,POS_Supermarket,Abia,46,338332.5,0.0652173913043478,0.9959436,Very High
MRC00927,POS_Electronics,Kwara,43,3321041.3,0.0930232558139534,0.9959279,Very High
MRC00051,Online_Gaming,Plateau,53,155003.31,0.0566037735849056,0.9959175,Very High
MRC00834,POS_Restaurant,Abuja,53,259200.12,0.0566037735849056,0.9958962,Very High
MRC00857,POS_Grocery,Imo,66,534032.31,0.0606060606060606,0.9958853,Very High
MRC02132,Transfer_Business,Bayelsa,63,14839963.06,0.0634920634920634,0.99582654,Very High
MRC04440,POS_Retail,Imo,51,510574.14,0.0588235294117647,0.99577916,Very High
MRC03047,Online_Ecommerce,Kano,111,4275372.88,0.072072072072072,0.9957455,Very High
MRC02577,POS_Retail,Oyo,55,582985.53,0.0727272727272727,0.99574536,Very High
MRC01701,Online_Bills,Edo,48,577937.04,0.0625,0.99574125,Very High
MRC03274,Online_Travel,Kaduna,49,7310962.49,0.0612244897959183,0.99570435,Very High
MRC01439,POS_Retail,Oyo,52,528268.04,0.0576923076923076,0.995621,Very High
MRC01340,Transfer_P2P,Rivers,65,1316484.87,0.0923076923076923,0.99559706,Very High
MRC01424,POS_Fuel,Delta,56,847322.0800000001,0.0714285714285714,0.9955966,Very High
MRC04711,POS_Fuel,Osun,1624,24308604.42,0.0609605911330049,0.9955781,Very High
MRC01344,POS_Supermarket,Rivers,62,517417.85,0.064516129032258,0.9955539,Very High
MRC01719,Online_Bills,Abuja,81,1029989.65,0.0617283950617283,0.9955397,Very High
MRC04363,POS_Pharmacy,Abuja,57,335307.39,0.0701754385964912,0.99552876,Very High
MRC04768,Online_Travel,Rivers,84,12891477.5,0.0595238095238095,0.99549943,Very High
MRC01122,POS_Grocery,Ogun,51,440309.72,0.0588235294117647,0.99543446,Very High
MRC01643,POS_Retail,Lagos,184,1879284.2,0.0597826086956521,0.99542445,Very High
MRC03853,Transfer_Business,Kano,53,13278325.41,0.0566037735849056,0.9954041,Very High
MRC00463,Transfer_P2P,Enugu,380,7270023.52,0.0631578947368421,0.9953648,Very High
MRC02617,Online_Ecommerce,Lagos,48,1481834.0,0.0625,0.99535674,Very High
MRC03198,POS_Restaurant,Oyo,65,326972.25,0.0615384615384615,0.9952905,Very High
MRC00181,POS_Electronics,Lagos,162,15117136.27,0.0617283950617283,0.9952615,Very High
MRC00263,Transfer_Business,Rivers,77,18327661.4,0.0649350649350649,0.9952597,Very High
MRC00308,POS_Grocery,Edo,87,636132.88,0.057471264367816,0.99523664,Very High
MRC00710,Transfer_P2P,Rivers,57,1187423.12,0.0701754385964912,0.9952128,Very High
MRC04664,Transfer_Business,Abuja,197,43224527.56,0.0609137055837563,0.99518764,Very High
MRC00387,POS_Pharmacy,Cross River,50,285733.58,0.06,0.99517256,Very High
MRC02910,POS_Restaurant,Kaduna,64,317250.52,0.0625,0.99511623,Very High
MRC04793,Transfer_P2P,Delta,54,1057508.4,0.074074074074074,0.99509734,Very High
MRC00762,Online_Ecommerce,Lagos,61,2184802.18,0.0655737704918032,0.99509215,Very High
MRC04457,Transfer_P2P,Osun,99,2324947.86,0.0606060606060606,0.9950658,Very High
MRC01144,Transfer_Business,Anambra,57,14534843.78,0.0701754385964912,0.995059,Very High
MRC00877,POS_Retail,Oyo,64,705094.73,0.0625,0.9950564,Very High
MRC02974,POS_Restaurant,Rivers,49,226594.25,0.0612244897959183,0.99504244,Very High
MRC04986,POS_Grocery,Anambra,545,4278201.49,0.0587155963302752,0.99503577,Very High
MRC03754,Transfer_Business,Abuja,76,18992451.86,0.0657894736842105,0.9949962,Very High
MRC02981,Transfer_Business,Bayelsa,46,12576969.5,0.0652173913043478,0.9949884,Very High
MRC01336,Transfer_Business,Imo,93,24559096.39,0.064516129032258,0.99497825,Very High
MRC00693,POS_Fuel,Lagos,73,1088194.23,0.0684931506849315,0.99497545,Very High
MRC04058,Online_Gaming,Ogun,222,723546.22,0.063063063063063,0.99492055,Very High
MRC03652,Online_Ecommerce,Rivers,69,2620961.18,0.0579710144927536,0.9948377,Very High
MRC01539,POS_Pharmacy,Rivers,50,307062.52,0.06,0.99477494,Very High
MRC02570,POS_Restaurant,Abuja,80,415150.72,0.0625,0.994697,Very High
MRC01140,Transfer_P2P,Plateau,305,6383648.57,0.0622950819672131,0.99463695,Very High
MRC00658,Online_Bills,Lagos,215,2608009.74,0.0604651162790697,0.9945939,Very High
MRC03067,POS_Retail,Cross River,48,560433.36,0.0625,0.9945657,Very High
MRC03083,Online_Ecommerce,Delta,59,1950622.22,0.0677966101694915,0.9945358,Very High
MRC00785,POS_Fuel,Oyo,52,790367.59,0.0576923076923076,0.99448806,Very High
MRC02219,POS_Fashion,Abuja,147,3892934.15,0.0612244897959183,0.9944208,Very High
MRC04088,POS_Grocery,Bayelsa,44,352838.82,0.0681818181818181,0.994371,Very High
MRC00643,Online_Ecommerce,Anambra,88,2628665.6,0.0681818181818181,0.9943416,Very High
MRC03309,POS_Fuel,Benue,70,1026177.64,0.0857142857142857,0.99433833,Very High
MRC02096,Online_Bills,Kano,426,5220888.92,0.0586854460093896,0.99432486,Very High
MRC02882,POS_Grocery,Abuja,69,611550.3,0.0579710144927536,0.9942186,Very High
MRC03935,POS_Fashion,Kano,83,2267632.43,0.0602409638554216,0.9942145,Very High
MRC04261,Online_Ecommerce,Kaduna,109,4001709.08,0.0642201834862385,0.99420774,Very High
MRC01297,POS_Fashion,Lagos,99,2770239.3,0.0606060606060606,0.9941962,Very High
MRC02223,POS_Grocery,Oyo,51,385157.22,0.0588235294117647,0.99416935,Very High
MRC01968,POS_Retail,Ogun,51,565436.52,0.0588235294117647,0.9941316,Very High
MRC00070,POS_Grocery,Lagos,80,663935.76,0.0625,0.99408036,Very High
MRC01207,POS_Retail,Enugu,44,476675.0,0.0681818181818181,0.9940785,Very High
MRC04028,POS_Retail,Imo,84,750383.0,0.0595238095238095,0.9940701,Very High
MRC04864,Online_Travel,Lagos,108,16005245.3,0.0648148148148148,0.9940572,Very High
MRC01716,Transfer_P2P,Abuja,49,1141467.79,0.0612244897959183,0.99402916,Very High
MRC01399,POS_Supermarket,Plateau,74,552693.01,0.0675675675675675,0.99402773,Very High
MRC03887,POS_Retail,Lagos,50,458364.78,0.08,0.9939586,Very High
MRC03164,Transfer_Business,Benue,58,13602822.7,0.0689655172413793,0.99395186,Very High
MRC02903,POS_Electronics,Kano,79,6440997.82,0.0632911392405063,0.9939229,Very High
MRC00702,POS_Pharmacy,Lagos,68,421569.86,0.0588235294117647,0.9939169,Very High
MRC04382,Online_Bills,Oyo,65,767030.6799999999,0.0615384615384615,0.99388254,Very High
MRC03388,POS_Fuel,Lagos,49,628760.38,0.0612244897959183,0.99381715,Very High
MRC00523,POS_Pharmacy,Lagos,73,467454.6,0.0684931506849315,0.9937903,Very High
MRC03318,Online_Bills,Kwara,246,2841794.46,0.0609756097560975,0.9937596,Very High
MRC02584,Transfer_Business,Plateau,69,15466937.67,0.0579710144927536,0.9937489,Very High
MRC02547,POS_Fuel,Benue,61,910453.26,0.0655737704918032,0.9937209,Very High
MRC02091,Online_Ecommerce,Edo,82,3209564.44,0.0609756097560975,0.9937117,Very High
MRC03181,Transfer_Business,Bayelsa,83,20416604.55,0.0602409638554216,0.9936894,Very High
MRC02271,POS_Pharmacy,Kaduna,46,276676.74,0.0652173913043478,0.99364895,Very High
MRC02159,POS_Grocery,Lagos,114,901210.72,0.0614035087719298,0.99354905,Very High
MRC02406,Online_Ecommerce,Lagos,53,2037802.42,0.0566037735849056,0.9935394,Very High
MRC02899,Online_Bills,Oyo,160,1855022.24,0.0625,0.993515,Very High
MRC01932,POS_Supermarket,Anambra,44,329988.25,0.0681818181818181,0.99342865,Very High
MRC04682,POS_Electronics,Delta,96,8939152.15,0.0625,0.99342334,Very High
MRC02125,POS_Supermarket,Cross River,61,496854.48,0.0655737704918032,0.9934024,Very High
MRC02240,POS_Retail,Kano,46,441100.57,0.0652173913043478,0.99338746,Very High
MRC04218,POS_Grocery,Delta,48,426006.0,0.0625,0.9933298,Very High
MRC01356,Online_Bills,Kano,48,623362.92,0.0625,0.9933041,Very High
MRC00440,Online_Ecommerce,Kano,87,3195690.61,0.057471264367816,0.99326855,Very High
MRC02648,POS_Grocery,Lagos,54,389582.47,0.074074074074074,0.9932463,Very High
MRC03006,Online_Bills,Kaduna,169,2040327.72,0.059171597633136,0.99319625,Very High
MRC00268,POS_Restaurant,Lagos,131,633908.47,0.0610687022900763,0.9931617,Very High
MRC01064,Online_Ecommerce,Edo,53,1901701.22,0.0566037735849056,0.99315876,Very High
MRC01229,Transfer_Payroll,Lagos,43,8175430.189999999,0.0697674418604651,0.9931465,Very High
MRC04467,Transfer_P2P,Abia,53,1304977.44,0.0566037735849056,0.99314076,Very High
MRC02466,POS_Fashion,Lagos,94,2481671.71,0.0638297872340425,0.99303025,Very High
MRC01768,Online_Gaming,Ekiti,51,171119.74,0.0588235294117647,0.9929536,Very High
MRC03496,Online_Gaming,Ogun,60,196150.9,0.0666666666666666,0.9929512,Very High
MRC04890,POS_Retail,Kano,111,1150135.62,0.063063063063063,0.9928905,Very High
MRC00961,Transfer_P2P,Abuja,57,1189307.21,0.0701754385964912,0.9928542,Very High
MRC01287,POS_Fuel,Enugu,105,1680493.15,0.0571428571428571,0.99284464,Very High
MRC03208,Online_Ecommerce,Kwara,71,2567733.86,0.056338028169014,0.9925408,Very High
MRC01795,Online_Ecommerce,Lagos,69,2507460.07,0.0579710144927536,0.99248624,Very High
MRC01567,Online_Gaming,Ogun,95,272683.1,0.0631578947368421,0.9924752,Very High
MRC03936,Online_Bills,Rivers,76,917539.81,0.0657894736842105,0.99243283,Very High
MRC03269,POS_Retail,Lagos,135,1309932.21,0.0592592592592592,0.99239445,Very High
MRC01005,POS_Fuel,Kaduna,66,989618.39,0.0606060606060606,0.99236625,Very High
MRC02068,Online_Ecommerce,Edo,47,1696057.4,0.0638297872340425,0.9923367,Very High
MRC00882,Online_Travel,Kano,65,9325590.88,0.0615384615384615,0.9923017,Very High
MRC04324,POS_Pharmacy,Lagos,118,712101.99,0.059322033898305,0.99227977,Very High
MRC04880,POS_Retail,Abuja,66,597952.97,0.0606060606060606,0.9921187,Very High
MRC04995,Transfer_P2P,Imo,51,1128089.65,0.0588235294117647,0.9920763,Very High
MRC00760,POS_Pharmacy,Kaduna,67,407551.46,0.0597014925373134,0.9918561,Very High
MRC02686,Online_Bills,Kaduna,51,572014.53,0.0588235294117647,0.9918541,Very High
MRC04254,POS_Retail,Abuja,69,714943.12,0.0579710144927536,0.9918401,Very High
MRC03625,POS_Restaurant,Enugu,59,298517.15,0.0677966101694915,0.9918372,Very High
MRC00325,Online_Ecommerce,Lagos,258,8825581.4,0.0581395348837209,0.991833,Very High
MRC03976,Transfer_P2P,Lagos,75,1471830.77,0.0666666666666666,0.991662,Very High
MRC03419,Online_Bills,Oyo,70,897404.21,0.0571428571428571,0.9914243,Very High
MRC00764,Transfer_Business,Lagos,97,23888463.69,0.0618556701030927,0.9913214,Very High
MRC02120,Transfer_Payroll,Kano,152,25966578.13,0.0592105263157894,0.99128985,Very High
MRC03760,POS_Retail,Rivers,47,488804.13,0.0638297872340425,0.9912883,Very High
MRC01910,Transfer_P2P,Lagos,123,2576132.41,0.056910569105691,0.99111545,Very High
MRC01266,Online_Ecommerce,Lagos,83,2831967.13,0.0602409638554216,0.99099004,Very High
MRC01955,POS_Retail,Lagos,49,522922.39,0.0612244897959183,0.9908193,Very High
MRC03108,POS_Electronics,Plateau,51,4523467.55,0.0588235294117647,0.9908031,Very High
MRC03432,POS_Supermarket,Kaduna,106,836684.68,0.0566037735849056,0.99078196,Very High
MRC03358,POS_Electronics,Plateau,86,7144148.82,0.0581395348837209,0.9906391,Very High
MRC04119,Online_Ecommerce,Oyo,49,1397792.76,0.0612244897959183,0.99062485,Very High
MRC04311,POS_Pharmacy,Enugu,118,765241.8,0.059322033898305,0.9905523,Very High
MRC01656,Transfer_P2P,Delta,62,1457581.26,0.064516129032258,0.9904524,Very High
MRC01601,Online_Bills,Ogun,57,696280.62,0.0701754385964912,0.99039614,Very High
MRC00900,Online_Travel,Delta,87,13139654.27,0.057471264367816,0.990137,Very High
MRC04258,POS_Restaurant,Enugu,89,436168.83,0.0561797752808988,0.9900878,Very High
MRC04615,POS_Retail,Osun,64,619768.22,0.0625,0.99003404,Very High
MRC03601,POS_Grocery,Lagos,152,1152977.32,0.0657894736842105,0.9899095,Very High
MRC01304,Transfer_P2P,Osun,763,15352251.42,0.0576671035386631,0.9898829,Very High
MRC02746,Online_Travel,Edo,249,36377759.99,0.0562248995983935,0.9895886,Very High
MRC02895,Online_Bills,Lagos,52,542817.58,0.0576923076923076,0.9895225,Very High
MRC03587,Online_Ecommerce,Abia,50,1723961.1,0.06,0.98951215,Very High
MRC02850,Transfer_Payroll,Enugu,118,21562609.18,0.059322033898305,0.98951054,Very High
MRC01762,Transfer_P2P,Enugu,68,1428021.9,0.0588235294117647,0.98944676,Very High
MRC02680,Online_Travel,Ekiti,134,18582695.0,0.0597014925373134,0.989165,Very High
MRC00603,Online_Ecommerce,Lagos,88,3155549.39,0.0568181818181818,0.9888981,Very High
MRC00016,POS_Retail,Edo,114,1175929.35,0.0614035087719298,0.988704,Very High
MRC00222,POS_Grocery,Lagos,696,5647459.34,0.0560344827586206,0.98843503,Very High
MRC03057,Transfer_P2P,Lagos,1668,34057979.91,0.0605515587529976,0.9880884,Very High
MRC02233,Transfer_P2P,Enugu,125,2744345.35,0.056,0.988062,Very High
MRC04683,POS_Electronics,Bayelsa,54,4369453.97,0.074074074074074,0.9880333,Very High
MRC03207,Online_Bills,Abuja,221,2808269.91,0.0633484162895927,0.98797417,Very High
MRC00209,Online_Gaming,Lagos,113,337487.12,0.0619469026548672,0.987948,Very High
MRC04761,POS_Retail,Enugu,69,758573.06,0.0579710144927536,0.9877801,Very High
MRC01727,POS_Fuel,Enugu,177,2562236.23,0.0564971751412429,0.98756754,Very High
MRC04036,POS_Electronics,Enugu,90,8509013.7,0.0666666666666666,0.98734623,Very High
MRC04857,Online_Travel,Osun,57,8977487.03,0.0701754385964912,0.98726106,Very High
MRC00681,Transfer_P2P,Rivers,43,870647.33,0.0697674418604651,0.98693734,Very High
MRC04800,Online_Ecommerce,Cross River,174,5758609.95,0.057471264367816,0.98672014,Very High
MRC04815,Transfer_P2P,Delta,78,1683252.17,0.0641025641025641,0.9863723,Very High
MRC04678,Transfer_P2P,Lagos,53,1208758.8,0.0566037735849056,0.9863333,Very High
MRC04017,POS_Grocery,Kano,251,2208067.79,0.0597609561752988,0.98622847,Very High
MRC01776,Transfer_P2P,Abuja,393,8275664.56,0.0585241730279898,0.98607177,Very High
MRC00562,Transfer_P2P,Abuja,71,1247512.39,0.056338028169014,0.9855993,Very High
MRC02188,POS_Retail,Ogun,47,405279.35,0.0638297872340425,0.9854901,Very High
MRC00163,Transfer_Business,Delta,129,36063216.53,0.0620155038759689,0.9852749,Very High
MRC03291,POS_Grocery,Lagos,61,458013.78,0.0655737704918032,0.98506004,Very High
MRC03041,POS_Grocery,Rivers,108,886149.65,0.0648148148148148,0.9850022,Very High
MRC00322,Transfer_Business,Lagos,98,25995888.66,0.0612244897959183,0.98479825,Very High
MRC03674,Online_Ecommerce,Lagos,81,2804200.38,0.0617283950617283,0.98459667,Very High
MRC02378,Online_Bills,Delta,62,877471.39,0.064516129032258,0.98446274,Very High
MRC02961,Transfer_P2P,Rivers,47,786090.5,0.0638297872340425,0.9844487,Very High
MRC04859,POS_Grocery,Abuja,58,408067.11,0.0689655172413793,0.9842552,Very High
MRC03380,POS_Electronics,Lagos,160,13334797.42,0.05625,0.98421824,Very High
MRC00498,POS_Grocery,Oyo,126,1052742.07,0.0634920634920634,0.984054,Very High
MRC02078,POS_Pharmacy,Abia,74,460233.94,0.0675675675675675,0.98399895,Very High
MRC00518,Online_Ecommerce,Oyo,228,8152671.55,0.0614035087719298,0.98397094,Very High
MRC00182,Online_Ecommerce,Lagos,55,1979434.37,0.0727272727272727,0.98364973,Very High
MRC03683,Transfer_P2P,Lagos,65,1490382.81,0.0615384615384615,0.9833921,Very High
MRC02585,POS_Grocery,Delta,61,533874.57,0.0655737704918032,0.98319083,Very High
MRC03018,Transfer_Business,Kaduna,207,54467430.93,0.0579710144927536,0.98306733,Very High
MRC02762,Online_Ecommerce,Benue,65,2185111.1,0.0615384615384615,0.98278874,Very High
MRC01077,Online_Bills,Delta,230,2916948.68,0.0565217391304347,0.98246527,Very High
MRC02021,Transfer_P2P,Kaduna,130,2669261.65,0.0615384615384615,0.98235667,Very High
MRC00549,POS_Restaurant,Lagos,77,384725.73,0.0649350649350649,0.9823252,Very High
MRC03000,Online_Ecommerce,Lagos,43,1177394.8,0.0697674418604651,0.9820939,Very High
MRC04251,POS_Retail,Lagos,70,679887.6799999999,0.0571428571428571,0.9819728,Very High
MRC00863,Online_Travel,Oyo,81,11832563.72,0.0617283950617283,0.98197216,Very High
MRC03889,POS_Retail,Lagos,88,954105.86,0.0568181818181818,0.9818662,Very High
MRC02353,POS_Grocery,Lagos,546,4448167.13,0.0567765567765567,0.9817853,Very High
MRC04216,POS_Restaurant,Lagos,49,259280.01,0.0612244897959183,0.98127043,Very High
MRC04356,POS_Retail,Osun,86,826675.09,0.0581395348837209,0.9811881,Very High
MRC01378,Transfer_Business,Kaduna,168,44679150.53,0.0595238095238095,0.980906,Very High
MRC01571,POS_Retail,Kano,71,719472.72,0.056338028169014,0.98064125,Very High
MRC01749,Online_Bills,Bayelsa,56,633312.54,0.0892857142857142,0.9804537,Very High
MRC02180,Online_Bills,Bayelsa,49,603122.03,0.0612244897959183,0.9799326,Very High
MRC03806,POS_Electronics,Abuja,139,12054314.01,0.0575539568345323,0.97805846,Very High
MRC01314,POS_Grocery,Oyo,71,616665.16,0.056338028169014,0.9773383,Very High
MRC00384,POS_Retail,Lagos,44,468750.79,0.0681818181818181,0.9772794,Very High
MRC00824,POS_Grocery,Edo,49,436628.92,0.0612244897959183,0.9772489,Very High
MRC04957,Transfer_Business,Lagos,68,17409980.46,0.0588235294117647,0.9770498,Very High
MRC03727,Transfer_Business,Rivers,46,11613685.29,0.0652173913043478,0.97629344,Very High
MRC03770,Online_Bills,Rivers,59,797609.1900000001,0.0677966101694915,0.97481865,Very High
MRC04469,POS_Retail,Ekiti,63,701740.95,0.0634920634920634,0.9747501,Very High
MRC01600,POS_Restaurant,Edo,57,317940.38,0.0701754385964912,0.97441655,Very High
MRC04916,Online_Ecommerce,Kano,71,2765045.3,0.056338028169014,0.97416955,Very High
MRC00584,POS_Electronics,Abuja,48,3913387.15,0.0625,0.9738322,Very High
MRC00162,POS_Grocery,Kaduna,55,421864.72,0.0727272727272727,0.9737584,Very High
MRC01582,POS_Restaurant,Kaduna,85,431736.81,0.0588235294117647,0.97222,Very High
MRC01114,POS_Supermarket,Edo,61,521152.39,0.0655737704918032,0.9720324,Very High
MRC04433,POS_Fuel,Lagos,43,623278.68,0.0697674418604651,0.96784246,Very High
MRC03494,Online_Bills,Lagos,50,552047.43,0.06,0.9677106,Very High
MRC01763,POS_Retail,Oyo,120,1297067.27,0.0583333333333333,0.9668336,Very High
MRC04193,Transfer_P2P,Anambra,110,2127198.94,0.0636363636363636,0.9609441,Very High
MRC04181,POS_Grocery,Lagos,42,340330.98,0.0714285714285714,0.95960337,Very High
MRC01720,Online_Bills,Lagos,62,783961.2999999999,0.064516129032258,0.9556433,Very High
MRC04776,Online_Travel,Kano,43,6423825.62,0.0697674418604651,0.95095587,Very High
MRC02990,POS_Grocery,Lagos,169,1345443.14,0.059171597633136,0.94816905,Very High
MRC00262,POS_Retail,Lagos,146,1432285.16,0.0616438356164383,0.9440901,Very High
MRC02514,POS_Retail,Kano,177,1808101.56,0.0621468926553672,0.93530643,Very High
MRC03117,Online_Bills,Kano,70,896928.4,0.0571428571428571,0.92862874,Very High
MRC03088,Online_Ecommerce,Lagos,85,2857325.57,0.0588235294117647,0.9222171,Very High
MRC00606,Online_Ecommerce,Lagos,935,35076536.34,0.0577540106951871,0.9219758,Very High
MRC04265,Transfer_P2P,Kaduna,51,1149905.16,0.0588235294117647,0.92032534,Very High
MRC03266,POS_Grocery,Bayelsa,48,357323.89,0.0625,0.9170839,Very High
MRC00742,POS_Fashion,Benue,82,1838892.57,0.0609756097560975,0.90806556,Very High
MRC03590,Online_Gaming,Abuja,71,253675.05,0.056338028169014,0.90746194,Very High
MRC03104,Online_Bills,Rivers,41,457706.3,0.073170731707317,0.9074578,Very High
MRC01260,Transfer_Business,Abuja,120,29726724.77,0.0583333333333333,0.9002029,Very High
MRC04519,POS_Grocery,Oyo,51,509973.57,0.0588235294117647,0.8969458,Very High
MRC01079,Transfer_Business,Enugu,59,14158822.0,0.0508474576271186,0.8858824,Very High
MRC02149,POS_Supermarket,Lagos,75,669953.09,0.0533333333333333,0.8774471,Very High
MRC01022,Transfer_Business,Enugu,201,52241469.83,0.0597014925373134,0.81646454,Very High
MRC03055,POS_Electronics,Lagos,69,6463118.96,0.0579710144927536,0.7907315,High
MRC04405,POS_Retail,Oyo,57,542547.64,0.0701754385964912,0.7569154,High
MRC03781,Transfer_Business,Oyo,55,14109430.73,0.0545454545454545,0.63161254,High
MRC00501,Online_Travel,Lagos,54,7704747.0,0.0555555555555555,0.62378776,High
MRC00315,POS_Retail,Lagos,471,4775828.8,0.0530785562632696,0.56735873,Medium
MRC02183,POS_Electronics,Oyo,129,10935291.5,0.0542635658914728,0.54860896,Medium
MRC02943,POS_Retail,Osun,60,691221.89,0.05,0.44782203,Medium
MRC03110,POS_Supermarket,Lagos,54,465949.62,0.0555555555555555,0.4308158,Medium
MRC00787,POS_Restaurant,Bayelsa,216,1124904.6,0.0555555555555555,0.40377975,Medium
MRC02121,Online_Ecommerce,Abuja,182,6684254.53,0.0549450549450549,0.38113856,Low
MRC01821,Online_Bills,Edo,54,790743.49,0.0555555555555555,0.37378478,Low
MRC00986,Online_Ecommerce,Kaduna,45,1853506.8,0.0444444444444444,0.28446245,Low
MRC02038,POS_Retail,Abuja,231,2421409.78,0.0562770562770562,0.2822408,Low
MRC00047,Transfer_P2P,Kaduna,49,955147.48,0.0408163265306122,0.27641588,Low
MRC01633,POS_Electronics,Benue,126,11797826.26,0.0555555555555555,0.2561756,Low
MRC04872,POS_Retail,Abuja,74,663910.34,0.054054054054054,0.23878917,Low
MRC03174,Online_Ecommerce,Rivers,795,28134880.04,0.0528301886792452,0.2282996,Low
MRC03030,Online_Ecommerce,Lagos,58,2186821.69,0.0517241379310344,0.2280313,Low
MRC02820,Online_Travel,Lagos,59,10088072.98,0.0508474576271186,0.21497367,Low
MRC02845,Transfer_P2P,Lagos,45,845478.97,0.0444444444444444,0.19674268,Very Low
MRC04039,Online_Ecommerce,Kano,165,6044761.54,0.0545454545454545,0.17987563,Very Low
MRC03413,Online_Travel,Abuja,42,6098714.22,0.0476190476190476,0.17018518,Very Low
MRC03426,Transfer_P2P,Anambra,61,1293675.24,0.0491803278688524,0.1642594,Very Low
MRC02035,POS_Restaurant,Edo,72,380061.18,0.0555555555555555,0.15702258,Very Low
MRC01166,Transfer_Business,Lagos,43,10890557.48,0.0465116279069767,0.14518027,Very Low
MRC03820,Transfer_P2P,Lagos,244,4961247.67,0.0532786885245901,0.13996361,Very Low
MRC01055,Online_Travel,Imo,69,9967320.49,0.0434782608695652,0.13962422,Very Low
MRC02977,Transfer_Business,Lagos,66,19093779.07,0.0454545454545454,0.13329217,Very Low
MRC03861,POS_Retail,Abia,63,639555.15,0.0476190476190476,0.12865986,Very Low
MRC03143,POS_Restaurant,Lagos,68,357690.38,0.0441176470588235,0.12772001,Very Low
MRC02525,POS_Retail,Lagos,72,696843.04,0.0555555555555555,0.1251252,Very Low
MRC04171,Transfer_Business,Lagos,92,19751013.74,0.0543478260869565,0.11960461,Very Low
MRC00488,POS_Electronics,Plateau,48,3559986.23,0.0416666666666666,0.1160521,Very Low
MRC04548,POS_Retail,Osun,45,471916.73,0.0444444444444444,0.115932874,Very Low
MRC00481,Online_Ecommerce,Oyo,66,2756769.08,0.0454545454545454,0.11554801,Very Low
MRC04946,POS_Retail,Oyo,63,693770.97,0.0476190476190476,0.11425281,Very Low
MRC04159,Online_Ecommerce,Anambra,50,1889413.81,0.04,0.11416947,Very Low
MRC00287,POS_Supermarket,Abuja,48,394447.52,0.0416666666666666,0.113731034,Very Low
MRC04162,POS_Fashion,Oyo,2527,64617923.05,0.0585674713098535,0.111092135,Very Low
MRC03695,Online_Bills,Lagos,91,1171797.17,0.0549450549450549,0.10092993,Very Low
MRC01474,Transfer_Business,Lagos,75,18093912.87,0.0533333333333333,0.098400116,Very Low
MRC02883,Online_Ecommerce,Rivers,75,2519042.08,0.0533333333333333,0.0971349,Very Low
MRC01784,POS_Fuel,Kaduna,54,899671.26,0.0555555555555555,0.09362951,Very Low
MRC00130,Online_Ecommerce,Lagos,266,9659421.25,0.0601503759398496,0.087538354,Very Low
MRC03138,Online_Bills,Kwara,117,1270948.55,0.0512820512820512,0.087027065,Very Low
MRC00793,Transfer_P2P,Lagos,62,1286515.66,0.0483870967741935,0.08698635,Very Low
MRC00688,Transfer_Payroll,Ogun,88,15891295.3,0.0454545454545454,0.0869763,Very Low
MRC01794,Transfer_P2P,Cross River,76,1548791.8,0.0526315789473684,0.08374884,Very Low
MRC01732,POS_Pharmacy,Oyo,67,448637.09,0.044776119402985,0.08340257,Very Low
MRC04557,Online_Gaming,Abuja,201,643348.97,0.0547263681592039,0.08321561,Very Low
MRC00633,Online_Ecommerce,Abuja,42,1426297.0,0.0476190476190476,0.07980054,Very Low
MRC01555,Transfer_Business,Lagos,46,10915464.69,0.0434782608695652,0.07959326,Very Low
MRC04569,POS_Supermarket,Osun,51,378416.32,0.0392156862745098,0.07690826,Very Low
MRC03527,POS_Fuel,Ogun,413,6320952.95,0.0532687651331719,0.07607997,Very Low
MRC04695,POS_Retail,Oyo,96,1061145.64,0.0520833333333333,0.07607815,Very Low
MRC01279,POS_Supermarket,Lagos,94,807658.89,0.0531914893617021,0.07477489,Very Low
MRC00866,POS_Fashion,Lagos,126,3240579.53,0.0555555555555555,0.0727405,Very Low
MRC01024,POS_Retail,Oyo,67,648331.23,0.044776119402985,0.072534695,Very Low
MRC03924,POS_Retail,Lagos,65,707524.54,0.0461538461538461,0.069806226,Very Low
MRC02484,Online_Bills,Enugu,63,797051.84,0.0476190476190476,0.06942745,Very Low
MRC03150,POS_Retail,Abia,306,3066974.55,0.0555555555555555,0.06751895,Very Low
MRC00896,Online_Bills,Abuja,80,851473.62,0.05,0.06684563,Very Low
MRC00746,POS_Supermarket,Kwara,47,327823.24,0.0425531914893617,0.06649061,Very Low
MRC00953,POS_Grocery,Oyo,55,531235.66,0.0545454545454545,0.0662029,Very Low
MRC00199,POS_Electronics,Lagos,204,17775808.85,0.0490196078431372,0.06547523,Very Low
MRC02510,POS_Retail,Lagos,59,587771.61,0.0508474576271186,0.06478853,Very Low
MRC02483,Transfer_Business,Abuja,100,22183116.11,0.05,0.06465427,Very Low
MRC01388,POS_Grocery,Lagos,44,343783.71,0.0454545454545454,0.06450631,Very Low
MRC00097,POS_Grocery,Enugu,43,312548.25,0.0465116279069767,0.060425818,Very Low
MRC01426,Online_Bills,Plateau,76,921288.32,0.0526315789473684,0.059823718,Very Low
MRC02737,Transfer_P2P,Kano,163,3530390.12,0.0552147239263803,0.05976346,Very Low
MRC01247,POS_Grocery,Abuja,61,472583.66,0.0491803278688524,0.0593081,Very Low
