merchant_id,merchant_name,category,state,signup_date
MRC01018,Merchant_1018,POS_Fuel,Lagos,2024-12-08
MRC01019,Merchant_1019,Online_Travel,Lagos,2025-06-15
MRC01020,Merchant_1020,Online_Ecommerce,Lagos,2024-01-23
MRC01021,Merchant_1021,Transfer_Payroll,Enugu,2024-02-13
MRC01022,Merchant_1022,Transfer_Business,Enugu,2024-01-17
MRC01023,Merchant_1023,POS_Electronics,Bayelsa,2025-01-12
MRC01024,Merchant_1024,POS_Retail,Oyo,2025-07-27
MRC01025,Merchant_1025,Online_Ecommerce,Lagos,2024-02-24
MRC01026,Merchant_1026,POS_Grocery,Lagos,2024-03-06
MRC01027,Merchant_1027,Transfer_Business,Lagos,2024-03-22
MRC01028,Merchant_1028,POS_Restaurant,Edo,2024-05-05
MRC01029,Merchant_1029,Online_Ecommerce,Imo,2024-07-25
MRC01030,Merchant_1030,POS_Fuel,Abia,2024-05-06
MRC01031,Merchant_1031,Transfer_Business,Rivers,2025-06-26
MRC01032,Merchant_1032,Online_Ecommerce,Lagos,2024-01-19
MRC01033,Merchant_1033,Online_Ecommerce,Lagos,2024-10-15
MRC01034,Merchant_1034,POS_Restaurant,Enugu,2024-03-14
MRC01035,Merchant_1035,Online_Ecommerce,Benue,2024-03-26
MRC01036,Merchant_1036,POS_Restaurant,Lagos,2024-08-10
MRC01037,Merchant_1037,POS_Supermarket,Lagos,2025-04-22
MRC01038,Merchant_1038,POS_Restaurant,Kaduna,2024-08-14
MRC01039,Merchant_1039,POS_Fashion,Delta,2024-09-26
MRC01040,Merchant_1040,Online_Bills,Abuja,2024-09-07
MRC01041,Merchant_1041,Online_Ecommerce,Imo,2024-03-10
MRC01042,Merchant_1042,POS_Fuel,Lagos,2024-09-11
MRC01043,Merchant_1043,Transfer_Business,Cross River,2024-10-03
MRC01044,Merchant_1044,POS_Grocery,Lagos,2024-05-17
MRC01045,Merchant_1045,Online_Bills,Lagos,2024-05-18
MRC01046,Merchant_1046,POS_Retail,Abuja,2024-09-13
MRC01047,Merchant_1047,POS_Fashion,Lagos,2024-11-01
MRC01048,Merchant_1048,Transfer_Payroll,Kano,2024-03-15
MRC01049,Merchant_1049,Online_Bills,Kaduna,2024-10-18
MRC01050,Merchant_1050,Transfer_Business,Oyo,2024-10-29
MRC01051,Merchant_1051,Online_Bills,Delta,2024-02-18
MRC01052,Merchant_1052,Online_Ecommerce,Abuja,2024-08-15
MRC01053,Merchant_1053,POS_Retail,Lagos,2024-02-07
MRC01054,Merchant_1054,Online_Bills,Abia,2024-01-18
MRC01055,Merchant_1055,Online_Travel,Imo,2024-06-02
MRC01056,Merchant_1056,POS_Retail,Lagos,2025-03-06
MRC01057,Merchant_1057,Transfer_P2P,Rivers,2024-01-07
MRC01058,Merchant_1058,POS_Fashion,Delta,2024-11-11
MRC01059,Merchant_1059,POS_Restaurant,Lagos,2024-05-07
MRC01060,Merchant_1060,POS_Restaurant,Kano,2024-12-21
MRC01061,Merchant_1061,POS_Pharmacy,Kano,2024-11-29
MRC01062,Merchant_1062,POS_Fuel,Lagos,2025-01-09
MRC01063,Merchant_1063,POS_Restaurant,Lagos,2024-09-20
MRC01064,Merchant_1064,Online_Ecommerce,Edo,2024-11-29
MRC01065,Merchant_1065,Online_Ecommerce,Abuja,2024-02-04
MRC01066,Merchant_1066,POS_Electronics,Lagos,2024-03-06
MRC01067,Merchant_1067,Transfer_Business,Ogun,2024-02-19
MRC01068,Merchant_1068,Online_Ecommerce,Ogun,2024-09-01
MRC01069,Merchant_1069,Transfer_P2P,Abuja,2024-01-31
MRC01070,Merchant_1070,POS_Supermarket,Ekiti,2024-02-06
MRC01071,Merchant_1071,POS_Retail,Kaduna,2025-01-15
MRC01072,Merchant_1072,POS_Restaurant,Abuja,2024-08-08
MRC01073,Merchant_1073,POS_Supermarket,Rivers,2025-01-09
MRC01074,Merchant_1074,POS_Supermarket,Ogun,2024-01-28
MRC01075,Merchant_1075,POS_Restaurant,Lagos,2024-04-01
MRC01076,Merchant_1076,POS_Retail,Oyo,2024-02-29
MRC01077,Merchant_1077,Online_Bills,Delta,2024-01-02
MRC01078,Merchant_1078,POS_Retail,Kano,2024-03-01
MRC01079,Merchant_1079,Transfer_Business,Enugu,2024-03-26
MRC01080,Merchant_1080,POS_Retail,Kano,2024-01-18
MRC01081,Merchant_1081,POS_Retail,Lagos,2024-05-30
MRC01082,Merchant_1082,Online_Bills,Rivers,2024-03-27
MRC01083,Merchant_1083,POS_Supermarket,Kano,2024-01-09
MRC01084,Merchant_1084,Online_Bills,Anambra,2024-08-07
MRC01085,Merchant_1085,Online_Ecommerce,Delta,2024-08-23
MRC01086,Merchant_1086,Transfer_Payroll,Rivers,2024-11-19
MRC01087,Merchant_1087,Transfer_P2P,Abia,2024-04-29
MRC01088,Merchant_1088,Online_Ecommerce,Lagos,2025-09-15
MRC01089,Merchant_1089,Online_Ecommerce,Lagos,2025-03-17
MRC01090,Merchant_1090,POS_Restaurant,Abuja,2024-05-24
MRC01091,Merchant_1091,Transfer_P2P,Lagos,2024-04-15
MRC01092,Merchant_1092,Online_Bills,Enugu,2024-01-01
MRC01093,Merchant_1093,POS_Fuel,Lagos,2024-08-11
MRC01094,Merchant_1094,POS_Restaurant,Lagos,2024-05-29
MRC01095,Merchant_1095,Online_Ecommerce,Abuja,2025-05-14
MRC01096,Merchant_1096,Transfer_P2P,Kaduna,2024-06-11
MRC01097,Merchant_1097,POS_Retail,Ekiti,2026-06-08
MRC01098,Merchant_1098,POS_Restaurant,Anambra,2024-12-12
MRC01099,Merchant_1099,POS_Supermarket,Lagos,2025-07-06
MRC01100,Merchant_1100,Transfer_P2P,Kano,2024-03-12
MRC01101,Merchant_1101,POS_Retail,Lagos,2024-01-30
MRC01102,Merchant_1102,POS_Grocery,Abuja,2024-10-13
MRC01103,Merchant_1103,POS_Retail,Anambra,2024-10-04
MRC01104,Merchant_1104,POS_Grocery,Oyo,2024-02-12
MRC01105,Merchant_1105,POS_Grocery,Lagos,2024-09-17
MRC01106,Merchant_1106,Transfer_Business,Rivers,2024-06-05
MRC01107,Merchant_1107,POS_Grocery,Lagos,2024-01-21
MRC01108,Merchant_1108,POS_Retail,Rivers,2024-05-05
MRC01109,Merchant_1109,POS_Grocery,Oyo,2025-04-26
MRC01110,Merchant_1110,POS_Retail,Abuja,2024-05-07
MRC01111,Merchant_1111,Online_Ecommerce,Plateau,2024-10-06
MRC01112,Merchant_1112,POS_Supermarket,Kano,2024-01-06
MRC01113,Merchant_1113,Transfer_P2P,Kwara,2024-08-22
MRC01114,Merchant_1114,POS_Supermarket,Edo,2025-06-12
MRC01115,Merchant_1115,POS_Retail,Delta,2024-05-04
MRC01116,Merchant_1116,Online_Bills,Oyo,2024-03-15
MRC01117,Merchant_1117,POS_Retail,Lagos,2024-07-06
MRC01118,Merchant_1118,Transfer_Business,Enugu,2025-03-22
MRC01119,Merchant_1119,POS_Retail,Abuja,2024-02-05
MRC01120,Merchant_1120,POS_Restaurant,Lagos,2024-04-03
MRC01121,Merchant_1121,POS_Fuel,Rivers,2024-01-31
MRC01122,Merchant_1122,POS_Grocery,Ogun,2024-05-03
MRC01123,Merchant_1123,POS_Restaurant,Benue,2024-05-19
MRC01124,Merchant_1124,POS_Electronics,Rivers,2025-06-03
MRC01125,Merchant_1125,POS_Retail,Kano,2024-04-05
MRC01126,Merchant_1126,POS_Retail,Osun,2024-05-30
MRC01127,Merchant_1127,Online_Ecommerce,Abuja,2025-01-24
MRC01128,Merchant_1128,POS_Supermarket,Lagos,2024-03-10
MRC01129,Merchant_1129,POS_Retail,Abuja,2024-07-20
MRC01130,Merchant_1130,POS_Retail,Bayelsa,2024-09-11
MRC01131,Merchant_1131,POS_Grocery,Lagos,2024-03-13
MRC01132,Merchant_1132,Online_Ecommerce,Abuja,2024-02-02
MRC01133,Merchant_1133,POS_Grocery,Oyo,2024-05-05
MRC01134,Merchant_1134,POS_Restaurant,Kwara,2024-03-20
MRC01135,Merchant_1135,Online_Bills,Plateau,2024-02-25
MRC01136,Merchant_1136,POS_Fuel,Rivers,2025-10-14
MRC01137,Merchant_1137,Online_Bills,Plateau,2024-05-05
MRC01138,Merchant_1138,POS_Pharmacy,Lagos,2024-12-15
MRC01139,Merchant_1139,POS_Pharmacy,Lagos,2024-02-09
MRC01140,Merchant_1140,Transfer_P2P,Plateau,2025-05-19
MRC01141,Merchant_1141,Online_Gaming,Oyo,2024-10-11
MRC01142,Merchant_1142,POS_Fuel,Lagos,2024-10-24
MRC01143,Merchant_1143,POS_Fuel,Oyo,2024-03-29
MRC01144,Merchant_1144,Transfer_Business,Anambra,2024-04-29
MRC01145,Merchant_1145,Transfer_Business,Imo,2024-06-10
MRC01146,Merchant_1146,POS_Retail,Osun,2024-10-07
MRC01147,Merchant_1147,Transfer_Business,Kano,2024-12-06
MRC01148,Merchant_1148,Online_Ecommerce,Osun,2024-01-15
MRC01149,Merchant_1149,POS_Grocery,Oyo,2025-02-25
MRC01150,Merchant_1150,Online_Travel,Enugu,2025-05-14
MRC01151,Merchant_1151,Transfer_P2P,Edo,2024-06-10
MRC01152,Merchant_1152,POS_Retail,Rivers,2024-02-07
MRC01153,Merchant_1153,Transfer_Business,Lagos,2024-11-03
MRC01154,Merchant_1154,POS_Grocery,Abuja,2024-05-23
MRC01155,Merchant_1155,POS_Fuel,Enugu,2024-11-01
MRC01156,Merchant_1156,Online_Bills,Lagos,2024-10-30
MRC01157,Merchant_1157,POS_Supermarket,Lagos,2024-01-17
MRC01158,Merchant_1158,Online_Ecommerce,Abuja,2024-06-17
MRC01159,Merchant_1159,POS_Restaurant,Lagos,2024-04-28
MRC01160,Merchant_1160,POS_Restaurant,Ogun,2025-06-09
MRC01161,Merchant_1161,Transfer_P2P,Abuja,2024-03-04
MRC01162,Merchant_1162,POS_Supermarket,Lagos,2024-02-11
MRC01163,Merchant_1163,Transfer_Business,Kaduna,2025-02-13
MRC01164,Merchant_1164,Online_Ecommerce,Kwara,2024-01-29
MRC01165,Merchant_1165,Transfer_Business,Lagos,2024-07-27
MRC01166,Merchant_1166,Transfer_Business,Lagos,2024-03-05
MRC01167,Merchant_1167,Transfer_Business,Plateau,2024-05-31
MRC01168,Merchant_1168,POS_Restaurant,Rivers,2024-06-21
MRC01169,Merchant_1169,Transfer_Business,Plateau,2024-04-07
MRC01170,Merchant_1170,Online_Bills,Abuja,2025-10-25
MRC01171,Merchant_1171,POS_Retail,Lagos,2024-01-26
MRC01172,Merchant_1172,Transfer_P2P,Lagos,2024-03-30
MRC01173,Merchant_1173,Transfer_Payroll,Lagos,2024-04-11
MRC01174,Merchant_1174,Online_Ecommerce,Bayelsa,2024-06-28
MRC01175,Merchant_1175,POS_Supermarket,Abia,2024-04-04
MRC01176,Merchant_1176,POS_Retail,Benue,2024-01-19
MRC01177,Merchant_1177,POS_Grocery,Osun,2025-06-14
MRC01178,Merchant_1178,POS_Retail,Kwara,2024-04-06
MRC01179,Merchant_1179,POS_Fuel,Delta,2024-03-16
MRC01180,Merchant_1180,Transfer_P2P,Imo,2024-04-16
MRC01181,Merchant_1181,Transfer_Business,Lagos,2024-02-13
MRC01182,Merchant_1182,POS_Pharmacy,Rivers,2024-01-20
MRC01183,Merchant_1183,Transfer_Business,Delta,2024-01-29
MRC01184,Merchant_1184,Transfer_Business,Ekiti,2024-02-02
MRC01185,Merchant_1185,POS_Fashion,Delta,2024-02-09
MRC01186,Merchant_1186,Online_Bills,Kwara,2024-04-08
MRC01187,Merchant_1187,POS_Restaurant,Oyo,2024-06-25
MRC01188,Merchant_1188,POS_Restaurant,Ogun,2024-06-27
MRC01189,Merchant_1189,Online_Ecommerce,Abia,2024-01-01
MRC01190,Merchant_1190,POS_Grocery,Lagos,2025-04-01
MRC01191,Merchant_1191,POS_Retail,Cross River,2024-11-07
MRC01192,Merchant_1192,POS_Retail,Kano,2025-08-21
MRC01193,Merchant_1193,POS_Retail,Delta,2024-03-21
MRC01194,Merchant_1194,Transfer_P2P,Ekiti,2024-07-15
MRC01195,Merchant_1195,POS_Fuel,Rivers,2024-02-03
MRC01196,Merchant_1196,POS_Restaurant,Rivers,2024-11-01
MRC01197,Merchant_1197,Transfer_Business,Kano,2024-02-01
MRC01198,Merchant_1198,POS_Pharmacy,Lagos,2024-03-12
MRC01199,Merchant_1199,Online_Ecommerce,Oyo,2024-05-01
MRC01200,Merchant_1200,Transfer_P2P,Abuja,2024-06-11
MRC01201,Merchant_1201,POS_Retail,Cross River,2024-05-27
MRC01202,Merchant_1202,Online_Gaming,Lagos,2024-01-20
MRC01203,Merchant_1203,Online_Ecommerce,Oyo,2024-04-08
MRC01204,Merchant_1204,Transfer_Payroll,Plateau,2025-04-06
MRC01205,Merchant_1205,POS_Supermarket,Bayelsa,2025-01-05
MRC01206,Merchant_1206,POS_Pharmacy,Kaduna,2024-06-09
MRC01207,Merchant_1207,POS_Retail,Enugu,2024-06-01
MRC01208,Merchant_1208,Transfer_P2P,Abuja,2024-01-22
MRC01209,Merchant_1209,POS_Retail,Abuja,2024-02-10
MRC01210,Merchant_1210,POS_Fashion,Lagos,2024-02-22
MRC01211,Merchant_1211,POS_Pharmacy,Anambra,2024-04-30
MRC01212,Merchant_1212,POS_Supermarket,Abuja,2024-08-24
MRC01213,Merchant_1213,Transfer_Business,Delta,2024-04-21
MRC01214,Merchant_1214,Transfer_P2P,Abuja,2024-01-25
MRC01215,Merchant_1215,Transfer_P2P,Oyo,2024-04-14
MRC01216,Merchant_1216,Online_Ecommerce,Kano,2024-02-01
MRC01217,Merchant_1217,Online_Bills,Anambra,2024-09-07
MRC01218,Merchant_1218,Transfer_Business,Lagos,2024-02-02
MRC01219,Merchant_1219,Online_Gaming,Rivers,2024-04-28
MRC01220,Merchant_1220,Transfer_Business,Lagos,2024-07-31
MRC01221,Merchant_1221,POS_Electronics,Lagos,2024-02-16
MRC01222,Merchant_1222,POS_Electronics,Enugu,2024-01-15
MRC01223,Merchant_1223,Transfer_P2P,Lagos,2024-05-29
MRC01224,Merchant_1224,Online_Ecommerce,Lagos,2024-01-11
MRC01225,Merchant_1225,Transfer_Business,Bayelsa,2024-06-08
MRC01226,Merchant_1226,Online_Bills,Kano,2024-09-09
MRC01227,Merchant_1227,POS_Retail,Lagos,2024-03-12
MRC01228,Merchant_1228,Online_Ecommerce,Lagos,2024-04-30
MRC01229,Merchant_1229,Transfer_Payroll,Lagos,2025-04-20
MRC01230,Merchant_1230,POS_Retail,Oyo,2024-04-24
MRC01231,Merchant_1231,POS_Grocery,Delta,2026-10-17
MRC01232,Merchant_1232,POS_Electronics,Delta,2024-01-31
MRC01233,Merchant_1233,Transfer_Business,Lagos,2024-08-10
MRC01234,Merchant_1234,Transfer_P2P,Delta,2024-07-09
MRC01235,Merchant_1235,POS_Grocery,Rivers,2025-01-05
MRC01236,Merchant_1236,Online_Bills,Oyo,2024-01-18
MRC01237,Merchant_1237,POS_Retail,Anambra,2024-02-29
MRC01238,Merchant_1238,POS_Supermarket,Abuja,2024-01-26
MRC01239,Merchant_1239,Online_Bills,Lagos,2025-05-01
MRC01240,Merchant_1240,POS_Grocery,Ekiti,2024-04-10
MRC01241,Merchant_1241,Transfer_P2P,Lagos,2025-03-09
MRC01242,Merchant_1242,POS_Retail,Abuja,2024-03-03
MRC01243,Merchant_1243,POS_Supermarket,Kaduna,2024-01-25
MRC01244,Merchant_1244,POS_Pharmacy,Kaduna,2024-03-04
MRC01245,Merchant_1245,POS_Retail,Anambra,2024-06-12
MRC01246,Merchant_1246,Transfer_Payroll,Lagos,2024-12-01
MRC01247,Merchant_1247,POS_Grocery,Abuja,2024-03-28
MRC01248,Merchant_1248,Online_Bills,Lagos,2025-03-19
MRC01249,Merchant_1249,Transfer_Business,Kano,2024-02-20
MRC01250,Merchant_1250,POS_Retail,Abuja,2024-07-31
MRC01251,Merchant_1251,Transfer_P2P,Kaduna,2024-08-27
MRC01252,Merchant_1252,POS_Retail,Lagos,2024-02-27
MRC01253,Merchant_1253,Transfer_P2P,Lagos,2024-01-05
MRC01254,Merchant_1254,Transfer_P2P,Rivers,2024-03-22
MRC01255,Merchant_1255,POS_Electronics,Benue,2024-01-09
MRC01256,Merchant_1256,POS_Grocery,Bayelsa,2025-02-19
MRC01257,Merchant_1257,POS_Fuel,Abia,2025-07-06
MRC01258,Merchant_1258,POS_Fashion,Rivers,2024-08-27
MRC01259,Merchant_1259,Transfer_P2P,Lagos,2024-08-21
MRC01260,Merchant_1260,Transfer_Business,Abuja,2024-02-19
MRC01261,Merchant_1261,POS_Restaurant,Kaduna,2024-01-14
MRC01262,Merchant_1262,POS_Electronics,Lagos,2024-10-18
MRC01263,Merchant_1263,Online_Gaming,Abuja,2024-05-27
MRC01264,Merchant_1264,POS_Pharmacy,Lagos,2024-07-25
MRC01265,Merchant_1265,POS_Supermarket,Oyo,2024-09-29
MRC01266,Merchant_1266,Online_Ecommerce,Lagos,2024-04-04
MRC01267,Merchant_1267,POS_Electronics,Lagos,2024-01-29
MRC01268,Merchant_1268,Online_Bills,Rivers,2024-10-12
MRC01269,Merchant_1269,POS_Restaurant,Abuja,2024-04-18
MRC01270,Merchant_1270,POS_Grocery,Kano,2024-11-11
MRC01271,Merchant_1271,POS_Grocery,Ogun,2024-04-13
MRC01272,Merchant_1272,POS_Fuel,Lagos,2024-02-14
MRC01273,Merchant_1273,POS_Retail,Anambra,2024-02-03
MRC01274,Merchant_1274,POS_Restaurant,Lagos,2024-09-02
MRC01275,Merchant_1275,Online_Ecommerce,Rivers,2024-06-02
MRC01276,Merchant_1276,POS_Restaurant,Enugu,2024-04-03
MRC01277,Merchant_1277,POS_Restaurant,Benue,2024-05-01
MRC01278,Merchant_1278,Online_Ecommerce,Kano,2024-05-23
MRC01279,Merchant_1279,POS_Supermarket,Lagos,2024-02-19
MRC01280,Merchant_1280,POS_Pharmacy,Oyo,2024-03-26
MRC01281,Merchant_1281,Online_Ecommerce,Rivers,2024-03-03
MRC01282,Merchant_1282,POS_Supermarket,Oyo,2024-03-29
MRC01283,Merchant_1283,Transfer_Business,Lagos,2024-05-04
MRC01284,Merchant_1284,Online_Bills,Oyo,2024-02-04
MRC01285,Merchant_1285,Online_Bills,Lagos,2024-03-31
MRC01286,Merchant_1286,Online_Bills,Ogun,2024-03-28
MRC01287,Merchant_1287,POS_Fuel,Enugu,2024-03-01
MRC01288,Merchant_1288,Online_Ecommerce,Lagos,2027-03-15
MRC01289,Merchant_1289,Transfer_P2P,Ekiti,2024-01-14
MRC01290,Merchant_1290,Transfer_P2P,Enugu,2024-07-04
MRC01291,Merchant_1291,POS_Pharmacy,Abuja,2024-02-04
MRC01292,Merchant_1292,Online_Ecommerce,Lagos,2024-11-25
MRC01293,Merchant_1293,POS_Grocery,Delta,2025-03-18
MRC01294,Merchant_1294,Transfer_P2P,Rivers,2024-04-02
MRC01295,Merchant_1295,POS_Supermarket,Bayelsa,2024-11-08
MRC01296,Merchant_1296,Online_Ecommerce,Lagos,2024-02-21
MRC01297,Merchant_1297,POS_Fashion,Lagos,2024-01-28
MRC01298,Merchant_1298,Online_Travel,Plateau,2024-03-09
MRC01299,Merchant_1299,Transfer_Business,Benue,2024-03-16
MRC01300,Merchant_1300,Transfer_Business,Lagos,2024-04-01
MRC01301,Merchant_1301,POS_Retail,Ogun,2024-03-25
MRC01302,Merchant_1302,POS_Supermarket,Lagos,2024-04-05
MRC01303,Merchant_1303,POS_Retail,Kaduna,2024-08-10
MRC01304,Merchant_1304,Transfer_P2P,Osun,2024-02-20
MRC01305,Merchant_1305,Online_Ecommerce,Lagos,2024-01-04
MRC01306,Merchant_1306,Online_Bills,Lagos,2024-05-01
MRC01307,Merchant_1307,Transfer_Business,Lagos,2024-04-17
MRC01308,Merchant_1308,POS_Fashion,Lagos,2024-01-12
MRC01309,Merchant_1309,Online_Bills,Lagos,2024-01-26
MRC01310,Merchant_1310,Transfer_Payroll,Anambra,2024-05-08
MRC01311,Merchant_1311,Transfer_Business,Abuja,2024-02-18
MRC01312,Merchant_1312,POS_Restaurant,Oyo,2025-01-13
MRC01313,Merchant_1313,POS_Restaurant,Anambra,2024-02-04
MRC01314,Merchant_1314,POS_Grocery,Oyo,2024-01-04
MRC01315,Merchant_1315,POS_Retail,Rivers,2024-04-16
MRC01316,Merchant_1316,Online_Bills,Lagos,2026-02-09
MRC01317,Merchant_1317,POS_Retail,Kano,2024-06-29
MRC01318,Merchant_1318,Online_Bills,Lagos,2024-03-19
MRC01319,Merchant_1319,POS_Grocery,Edo,2024-01-04
MRC01320,Merchant_1320,Online_Bills,Abuja,2024-04-29
MRC01321,Merchant_1321,POS_Restaurant,Kaduna,2024-02-11
MRC01322,Merchant_1322,POS_Fuel,Delta,2024-07-06
MRC01323,Merchant_1323,Online_Ecommerce,Enugu,2024-06-06
MRC01324,Merchant_1324,POS_Retail,Abuja,2024-02-25
MRC01325,Merchant_1325,Transfer_P2P,Abuja,2024-01-13
MRC01326,Merchant_1326,Transfer_Business,Osun,2024-09-10
MRC01327,Merchant_1327,POS_Retail,Lagos,2024-06-07
MRC01328,Merchant_1328,Online_Ecommerce,Lagos,2024-11-28
MRC01329,Merchant_1329,Online_Bills,Enugu,2024-02-24
MRC01330,Merchant_1330,Online_Ecommerce,Imo,2024-07-09
MRC01331,Merchant_1331,Transfer_P2P,Abuja,2024-01-23
MRC01332,Merchant_1332,Online_Ecommerce,Delta,2024-03-03
MRC01333,Merchant_1333,Online_Bills,Kano,2024-07-11
MRC01334,Merchant_1334,POS_Pharmacy,Lagos,2024-11-10
MRC01335,Merchant_1335,POS_Restaurant,Enugu,2024-03-10
MRC01336,Merchant_1336,Transfer_Business,Imo,2024-10-15
MRC01337,Merchant_1337,Transfer_P2P,Abia,2024-07-22
MRC01338,Merchant_1338,Online_Ecommerce,Lagos,2024-03-18
MRC01339,Merchant_1339,POS_Grocery,Delta,2025-01-11
MRC01340,Merchant_1340,Transfer_P2P,Rivers,2024-05-08
MRC01341,Merchant_1341,Online_Bills,Lagos,2024-07-07
MRC01342,Merchant_1342,POS_Grocery,Enugu,2024-05-03
MRC01343,Merchant_1343,Online_Travel,Lagos,2024-04-18
MRC01344,Merchant_1344,POS_Supermarket,Rivers,2024-12-05
MRC01345,Merchant_1345,Transfer_Business,Abuja,2024-03-03
MRC01346,Merchant_1346,POS_Electronics,Abuja,2024-01-07
MRC01347,Merchant_1347,POS_Retail,Oyo,2025-01-16
MRC01348,Merchant_1348,Transfer_P2P,Abuja,2024-11-09
MRC01349,Merchant_1349,POS_Restaurant,Kano,2024-03-23
MRC01350,Merchant_1350,POS_Retail,Lagos,2024-02-06
MRC01351,Merchant_1351,Transfer_P2P,Delta,2024-07-21
MRC01352,Merchant_1352,POS_Grocery,Osun,2024-01-15
MRC01353,Merchant_1353,Online_Bills,Lagos,2024-04-09
MRC01354,Merchant_1354,POS_Grocery,Oyo,2024-01-17
MRC01355,Merchant_1355,Online_Bills,Delta,2024-06-12
MRC01356,Merchant_1356,Online_Bills,Kano,2024-01-05
MRC01357,Merchant_1357,Online_Ecommerce,Abuja,2024-06-27
MRC01358,Merchant_1358,Online_Ecommerce,Delta,2024-07-20
MRC01359,Merchant_1359,Online_Ecommerce,Lagos,2024-04-30
MRC01360,Merchant_1360,Transfer_Business,Abuja,2024-02-04
MRC01361,Merchant_1361,POS_Retail,Kano,2024-01-20
MRC01362,Merchant_1362,POS_Retail,Lagos,2024-03-08
MRC01363,Merchant_1363,POS_Grocery,Oyo,2024-04-22
MRC01364,Merchant_1364,Transfer_P2P,Delta,2024-07-04
MRC01365,Merchant_1365,Online_Bills,Edo,2024-01-01
MRC01366,Merchant_1366,POS_Restaurant,Lagos,2024-08-11
MRC01367,Merchant_1367,Online_Bills,Abia,2024-08-12
MRC01368,Merchant_1368,POS_Pharmacy,Enugu,2024-04-15
MRC01369,Merchant_1369,POS_Fashion,Abuja,2024-03-16
MRC01370,Merchant_1370,POS_Grocery,Lagos,2024-11-28
MRC01371,Merchant_1371,POS_Retail,Kano,2024-10-03
MRC01372,Merchant_1372,POS_Grocery,Ekiti,2026-01-06
MRC01373,Merchant_1373,POS_Fuel,Kano,2024-03-24
MRC01374,Merchant_1374,Online_Ecommerce,Delta,2025-03-03
MRC01375,Merchant_1375,POS_Restaurant,Abuja,2024-01-17
MRC01376,Merchant_1376,POS_Pharmacy,Rivers,2024-04-05
MRC01377,Merchant_1377,Transfer_Business,Abuja,2024-04-22
MRC01378,Merchant_1378,Transfer_Business,Kaduna,2024-04-14
MRC01379,Merchant_1379,POS_Grocery,Abuja,2024-06-25
MRC01380,Merchant_1380,POS_Fuel,Lagos,2024-02-03
MRC01381,Merchant_1381,Online_Bills,Abuja,2024-12-28
MRC01382,Merchant_1382,Transfer_Business,Osun,2024-05-24
MRC01383,Merchant_1383,Transfer_Business,Ogun,2025-02-26
MRC01384,Merchant_1384,POS_Pharmacy,Abuja,2024-01-01
MRC01385,Merchant_1385,POS_Fuel,Bayelsa,2024-06-27
MRC01386,Merchant_1386,POS_Pharmacy,Lagos,2024-04-05
MRC01387,Merchant_1387,Online_Bills,Lagos,2024-05-06
MRC01388,Merchant_1388,POS_Grocery,Lagos,2024-09-02
MRC01389,Merchant_1389,Online_Bills,Lagos,2024-02-16
MRC01390,Merchant_1390,POS_Supermarket,Lagos,2024-02-11
MRC01391,Merchant_1391,POS_Restaurant,Delta,2024-08-06
MRC01392,Merchant_1392,POS_Grocery,Enugu,2024-05-12
MRC01393,Merchant_1393,Transfer_P2P,Delta,2024-02-17
MRC01394,Merchant_1394,POS_Restaurant,Kaduna,2024-04-29
MRC01395,Merchant_1395,POS_Retail,Edo,2024-04-20
MRC01396,Merchant_1396,POS_Pharmacy,Lagos,2024-07-30
MRC01397,Merchant_1397,POS_Restaurant,Enugu,2024-01-01
MRC01398,Merchant_1398,POS_Restaurant,Enugu,2024-06-08
MRC01399,Merchant_1399,POS_Supermarket,Plateau,2024-06-16
MRC01400,Merchant_1400,POS_Grocery,Lagos,2024-09-03
MRC01401,Merchant_1401,POS_Fuel,Lagos,2025-01-31
MRC01402,Merchant_1402,Transfer_Business,Delta,2024-04-14
MRC01403,Merchant_1403,Transfer_P2P,Ogun,2024-03-16
MRC01404,Merchant_1404,POS_Electronics,Abuja,2024-01-20
MRC01405,Merchant_1405,POS_Grocery,Kano,2024-03-14
MRC01406,Merchant_1406,POS_Electronics,Lagos,2024-01-13
MRC01407,Merchant_1407,POS_Restaurant,Benue,2024-10-19
MRC01408,Merchant_1408,Transfer_Business,Lagos,2024-10-23
MRC01409,Merchant_1409,POS_Retail,Lagos,2024-04-07
MRC01410,Merchant_1410,POS_Retail,Lagos,2024-02-24
MRC01411,Merchant_1411,POS_Grocery,Rivers,2024-01-23
MRC01412,Merchant_1412,POS_Retail,Lagos,2024-12-08
MRC01413,Merchant_1413,Transfer_P2P,Ogun,2025-01-12
MRC01414,Merchant_1414,POS_Electronics,Bayelsa,2024-02-25
MRC01415,Merchant_1415,Online_Ecommerce,Abuja,2024-06-24
MRC01416,Merchant_1416,POS_Retail,Enugu,2024-02-23
MRC01417,Merchant_1417,POS_Grocery,Lagos,2024-02-15
MRC01418,Merchant_1418,Online_Gaming,Rivers,2024-01-04
MRC01419,Merchant_1419,POS_Grocery,Abuja,2024-06-03
MRC01420,Merchant_1420,Transfer_P2P,Lagos,2024-01-30
MRC01421,Merchant_1421,POS_Fuel,Delta,2024-01-03
MRC01422,Merchant_1422,POS_Retail,Lagos,2024-01-20
MRC01423,Merchant_1423,POS_Grocery,Osun,2024-03-08
MRC01424,Merchant_1424,POS_Fuel,Delta,2024-07-18
MRC01425,Merchant_1425,POS_Electronics,Ogun,2024-02-10
